,t,hexbug,x,y
0,0,0,970.0381679389313,901.8320610687019
1,1,0,1050.1908396946567,972.8244274809158
2,2,0,1150.9541984732825,972.8244274809158
3,3,0,1248.281074819166,866.3548025805909
4,4,0,1324.1381435339629,781.6477425157342
5,5,0,1381.0309450700606,651.4264412219994
6,6,0,1336.7809883197624,513.6194330567848
7,7,0,1225.5239542047268,449.14092464920736
8,8,0,1078.8669546894525,425.11951955618827
9,9,0,972.6670584887368,474.4266142208063
10,10,0,880.3742915524003,570.5122345928826
11,11,0,828.5386279306223,695.6763979722977
12,12,0,809.574360751923,833.4834061375121
13,13,0,851.2957485450613,966.233276388407
14,14,0,937.2670930884981,946.0047247311278
15,15,0,1010.5955928461351,800.6120096944336
16,16,0,1082.6598081251923,696.9406824508775
17,17,0,1144.6097475756098,565.4550966785628
18,18,0,1149.6668854899297,447.8766401706274
19,19,0,1105.4169287396314,312.5982009625727
20,20,0,1039.6741358534741,195.01974445463736
21,21,0,924.6242483026986,120.42696021842028
22,22,0,775.4386798302644,91.34841721108143
23,23,0,724.8673006870663,62.269874203742575
24,24,0,667.9744991509685,102.72697751830094
25,25,0,583.2674390861118,191.2268910188975
26,26,0,483.3889652782958,299.9553561767732
27,27,0,447.9889998780572,450.4052091277873
28,28,0,453.04613779237695,588.2122172930019
29,29,0,532.6960599429138,689.354975579398
30,30,0,657.8602233223289,715.9049496295769
31,31,0,732.453007558546,646.3693033076796
32,32,0,779.2315332660041,557.869389807083
33,33,0,823.4814900163025,421.3266661204484
34,34,0,723.6030162084865,336.6196060555918
35,35,0,606.024559700551,334.0910370984319
36,36,0,477.06754288539605,380.86956280589004
37,37,0,368.5609362533931,420.3684250956628
38,38,0,259.5063887508626,515.839937768243
39,39,0,174.02262761711364,652.050326387953
40,40,0,159.93189775990226,802.3514448648742
41,41,0,261.3851527318241,911.319755760642
42,42,0,398.5349233420148,940.4405974655456
43,43,0,489.6549764186483,948.8950353798725
44,44,0,594.8657593524931,938.561833484584
45,45,0,735.773057924607,868.1081841985272
46,46,0,840.9838408584517,741.2916154836249
47,47,0,885.1347944110473,587.2329690447806
48,48,0,827.8324929917212,474.5071301870896
49,49,0,720.7429460769147,431.2955586249748
50,50,0,608.9564892097046,418.1442107582442
51,51,0,477.44301054239844,450.0831984345899
52,52,0,363.7777896942267,528.0519036444929
53,53,0,274.53650059855477,666.1410562451642
54,54,0,297.0816683700929,796.7151529219897
55,55,0,413.5650351897069,838.9873424936237
56,56,0,546.9572778379745,849.3205443889121
57,57,0,689.7433403910497,840.8661064745853
58,58,0,798.7116512868176,771.3518391790092
59,59,0,890.1444680491318,660.4380102731128
60,60,0,953.6601617463273,520.1451044144721
61,61,0,1005.3102862912995,369.3825787156344
62,62,0,983.6730719548923,236.76739407313832
63,63,0,921.553327569723,142.54081551136477
64,64,0,811.2733319196474,65.06562869390666
65,65,0,701.6913109255847,44.12638901351255
66,66,0,650.7391610366258,127.18537307907593
67,67,0,581.2850349908515,167.92528099620938
68,68,0,438.4208889113172,248.83948762532623
69,69,0,360.0352512393602,391.70363370486075
70,70,0,390.37807872527907,537.0963487415551
71,71,0,482.67084566161554,645.8248138994309
72,72,0,588.8707418623314,691.3390551283092
73,73,0,703.920629413107,659.7319431638105
74,74,0,784.8348360422239,547.2106245701947
75,75,0,807.591956656663,441.0107283694788
76,76,0,781.8047372278807,330.22687186155724
77,77,0,722.6236718275928,240.04620077540454
78,78,0,628.6854727795171,178.0469894036745
79,79,0,515.9596339218261,147.0473837178095
80,80,0,351.5677855876935,147.0473837178095
81,81,0,213.47863298702205,215.62226902290485
82,82,0,107.3284680626964,288.894064280404
83,83,0,124.23734389135004,421.3469249381908
84,84,0,247.29638464432932,596.0719751676118
85,85,0,338.4164377209629,698.4646121300144
86,86,0,393.83997515932754,800.8572490924171
87,87,0,509.3839599884609,909.825559988185
88,88,0,646.5337305986515,985.9155012171263
89,89,0,818.4406348566304,949.279603588377
90,90,0,916.1363618666293,907.0074140167429
91,91,0,995.0444490670129,872.2502803689548
92,92,0,1058.1103978769952,816.402837244788
93,93,0,1129.503429153533,658.5866628440206
94,94,0,1141.7153950297827,532.709476119599
95,95,0,1101.3219694391103,385.22650361412
96,96,0,1038.3833760768994,268.7431367945061
97,97,0,920.9606272668047,242.44044106104482
98,98,0,822.3255182663252,349.5299879758512
99,99,0,780.053328694691,470.710264747869
