,t,hexbug,x,y
0,0,0,1023.0275229357799,1087.8899082568805
1,1,0,1011.2396185113047,1148.0614884193865
2,2,0,941.8960812137834,1145.6198145708822
3,3,0,875.9708873041681,1131.4581062495577
4,4,0,823.7190669461767,1134.8764496374636
5,5,0,770.4905770487837,1066.9979166490446
6,6,0,689.9153400481428,1048.4411954004122
7,7,0,579.063347326049,1070.4162600369505
8,8,0,486.76807585258763,1128.5280976313518
9,9,0,423.28455579147663,1082.1362945097706
10,10,0,349.5460055666477,1147.0848188799841
11,11,0,306.5725458329725,1037.2094956972921
12,12,0,214.765609129212,1088.4846465158816
13,13,0,141.51539367408392,1108.506372073617
14,14,0,95.61192532220369,1064.55624280054
15,15,0,62.40516098254564,1042.0928433943009
16,16,0,54.10346989763113,1001.56105750913
17,17,0,119.54032903754553,937.5892026783181
18,18,0,106.84362502532336,853.5956222897713
19,19,0,57.03347851583622,779.8570720649424
20,20,0,57.03347851583622,722.2335692402416
21,21,0,68.26517821895585,668.028409803447
22,22,0,122.47033765575058,630.4266325364813
23,23,0,114.65698134053693,557.1764170813533
24,24,0,76.0785345341695,475.62451054131077
25,25,0,66.80017390985329,411.65265571049895
26,26,0,64.84683483104986,342.7974531826786
27,27,0,65.82350437045157,278.8255983518668
28,28,0,66.31183914015243,192.39034411481578
29,29,0,67.776843449255,124.02347635669628
30,30,0,67.28850867955414,58.09828244708106
31,31,0,84.38022561908402,67.86497784109812
32,32,0,64.84683483104986,46.86658274396143
33,33,0,66.80017390985329,45.40157843485888
34,34,0,57.03347851583622,45.40157843485888
35,35,0,69.24184775835757,45.40157843485888
36,36,0,156.16543676510946,40.02989596814949
37,37,0,231.3689912990408,55.168273828875996
38,38,0,293.87584182075,59.07495198648277
39,39,0,357.8476966515618,72.74832553810668
40,40,0,379.8227612881003,59.56328675618363
41,41,0,406.6811736216472,80.07334708361941
42,42,0,428.16790348848474,98.63006833225182
43,43,0,445.2596204280146,154.30023207814912
44,44,0,473.5830370706641,179.20530533289264
45,45,0,528.7648660468606,114.74511573238001
46,46,0,595.6667294958772,97.65339879285003
47,47,0,660.6152538660906,97.65339879285006
48,48,0,713.8437437634836,119.62846342938843
49,49,0,771.9555813578851,132.32516744161063
50,50,0,826.1607407946799,124.02347635669611
51,51,0,876.9475568435686,60.53995629558523
52,52,0,942.8727507531837,101.5600769504569
53,53,0,1003.9145969657906,85.93336432002968
54,54,0,1023.4479877538247,66.88830830169638
55,55,0,1023.4479877538247,53.21493475007253
56,56,0,1020.5179791356196,127.44181974460224
57,57,0,1023.4479877538242,182.6236487207986
58,58,0,1023.9363225235254,224.62043891507204
59,59,0,997.566244959679,268.57056818814874
60,60,0,1015.6346314386105,341.33244887357574
61,61,0,989.2645538747646,388.7009215345585
62,62,0,998.0545797293802,464.3928108381907
63,63,0,1016.1229662083117,555.7114127722501
64,64,0,961.4294720018162,607.9632331302414
65,65,0,919.4326818075426,679.2601095065661
66,66,0,948.2444332198929,790.6004369983604
67,67,0,988.7762191050638,867.2689958413943
68,68,0,935.05939443797,933.1941897510095
69,69,0,976.0795150928417,1020.1177787577614
70,70,0,1027.3546659114313,1081.159624970368
71,71,0,1013.1929575901065,1150.0148274981884
72,72,0,954.5927852260041,1151.4798318072908
73,73,0,873.0408786859616,1130.4814367101542
74,74,0,791.4889721459193,1072.3695991157529
75,75,0,720.6804305392956,1140.736466873872
76,76,0,649.8718889326718,1116.3197283888294
77,77,0,566.3666433138258,1149.0381579587865
78,78,0,515.0914924952363,1158.8048533528038
79,79,0,462.8396721372448,1108.9947068433166
80,80,0,382.26443513660394,1107.5297025342138
81,81,0,293.3875070510485,1134.3881148677608
82,82,0,230.39232175963838,1106.0646982251112
83,83,0,160.07211492271534,1101.6696852978034
84,84,0,95.61192532220258,1089.949650824983
85,85,0,58.98681759463849,1028.9078046123761
86,86,0,79.98521269177522,964.4476150118633
87,87,0,96.10026009190344,914.1491337326751
88,88,0,132.23703304976664,853.5956222897692
89,89,0,89.26357331609145,765.2070289739145
90,90,0,56.54514374613423,701.7235089128034
91,91,0,81.4502170008778,655.8200405609231
92,92,0,140.53872413468116,620.1716023727607
93,93,0,184.97718817745888,554.2464084631456
94,94,0,156.1654367651085,465.36948037759004
95,95,0,116.12198564963845,379.42256091023967
96,96,0,93.1702514736983,314.4740365400261
97,97,0,200.11556603818536,262.2222161820347
98,98,0,209.56291390728478,178.02649006622516
99,99,0,172.8990825688073,77.24770642201838
100,100,0,72.23841059602653,90.05298013245033
