,t,hexbug,x,y
0,0,0,688.6637675132793,1019.4835016177268
1,1,0,629.0073890413371,1035.6693407380212
2,2,0,553.1651714491006,1001.91030485855
3,3,0,509.6946320974529,987.1118233771381
4,4,0,427.37807885709867,959.3646705994906
5,5,0,342.28681033897976,891.3841462942542
6,6,0,284.9426945985083,800.2809946743117
7,7,0,212.80009737662488,754.9606451374872
8,8,0,182.74068186750677,664.3199460638388
9,9,0,204.0134989970365,557.95586041619
10,10,0,254.8832790893902,461.3032782407181
11,11,0,329.8005915890384,372.51238935224615
12,12,0,420.44129066268704,365.57560115783417
13,13,0,469.4612605698641,439.1055560186001
14,14,0,478.7103114957466,532.0585178237193
15,15,0,450.038253625511,601.426399767838
16,16,0,483.79728950498196,674.9563546286038
17,17,0,561.9517698286891,749.8736671282522
18,18,0,624.3828635783959,844.2139865722537
19,19,0,651.2437471276074,967.0065970829473
20,20,0,586.0101727938011,1032.2401714167538
21,21,0,523.3347778456346,1029.6819920311143
22,22,0,419.10597270576295,949.056056374541
23,23,0,372.5320491196944,856.5462081556375
24,24,0,297.88617159133787,859.7362029218066
25,25,0,201.5483296530316,855.2702102491698
26,26,0,155.61240502019683,752.5523787785255
27,27,0,178.58036733661407,659.4045316063881
28,28,0,209.8423160450711,586.0346519844993
29,29,0,193.89234221422564,463.53885296360636
30,30,0,232.8102783614886,354.44103196062395
31,31,0,323.40612972069044,308.5051073277891
32,32,0,406.34599364108647,294.4691303566453
33,33,0,480.9918711694429,335.30106336360944
34,34,0,544.7917664928243,380.5989890432103
35,35,0,613.0576544888426,450.7788738989299
36,36,0,658.9935791216772,563.7046886213151
37,37,0,714.4994880530191,658.1285336999199
38,38,0,685.1515362042637,716.8244373974309
39,39,0,592.6416879853605,636.4365692899701
40,40,0,525.65179789581,607.0886174412146
41,41,0,482.2678690759105,531.1667420063907
42,42,0,486.09586279531345,427.17291262927876
43,43,0,514.8058156908352,326.3690780183361
44,44,0,563.931735089839,211.5292664362495
45,45,0,636.0256168052601,141.34938158052995
46,46,0,726.6214681644617,156.66135645814148
47,47,0,773.1953917505302,246.61920886410925
48,48,0,728.5354650241634,274.05316385316326
49,49,0,672.3915571395873,203.8732789974437
50,50,0,648.1475969167025,129.22740146908748
51,51,0,626.4556325067529,60.323514519835584
52,52,0,639.2156115714291,73.72149253774568
53,53,0,706.8435006142133,120.9334150770479
54,54,0,741.9334430420731,222.3752486412243
55,55,0,770.0053969843609,293.19313245017764
56,56,0,886.121206472915,285.53714501137205
57,57,0,987.5630400370919,294.46913035664545
58,58,0,984.373045270923,402.9289524063939
59,59,0,995.2190274758977,503.7327870173366
60,60,0,972.2510651594807,601.3466268621102
61,61,0,909.0891687893326,667.060519045193
62,62,0,829.3392996351058,714.9104405377293
63,63,0,737.4674503694365,716.1864384441969
64,64,0,640.4916094778968,709.1684499586249
65,65,0,568.3977277624756,701.5124625198195
66,66,0,479.0778743097417,673.4405085775317
67,67,0,483.54386698237835,605.1746205815135
68,68,0,594.5556848450618,502.4567891108694
69,69,0,695.9975184092386,450.7788738989302
70,70,0,714.4994880530191,526.7007493337541
71,71,0,680.685543531627,622.4005923188265
72,72,0,641.1296084311301,695.7704719407153
73,73,0,577.9677120609825,773.6063442352406
74,74,0,518.6338094102377,844.4242280441943
75,75,0,440.15993816247845,899.2921380223027
76,76,0,345.09809413064,896.7401422093673
77,77,0,265.98622392964694,846.3382249038959
78,78,0,224.5162919694489,745.5343902929532
79,79,0,140.93842909581923,698.3224677536509
80,80,0,55.44656936248812,667.6985179984279
81,81,0,83.51852330477587,567.5326823407192
82,82,0,81.60452644507441,444.39888436659294
83,83,0,43.9625882042794,355.71702986709266
84,84,0,38.85859657840888,314.24709790689474
85,85,0,92.45050865004922,303.40111570191993
86,86,0,157.5264018798982,254.91319525615012
87,87,0,252.58824591173646,178.99131982132627
88,88,0,341.90809936447033,184.73331040043058
89,89,0,412.08798422019,254.27519630291636
90,90,0,417.8299747992943,354.44103196062514
91,91,0,416.55397689282677,445.03688331982687
92,92,0,419.10597270576204,543.9267210710682
93,93,0,514.1678167376004,568.808680247187
94,94,0,613.6956534420756,513.302771315845
95,95,0,705.567502707745,478.8508278412191
96,96,0,777.6613844231659,476.2988320282838
97,97,0,847.8412692788855,588.5866477974351
98,98,0,906.5371729763964,686.8384865954424
99,99,0,955.6701159075209,787.6158925757913
