Unnamed: 0,t,hexbug,x,y
0,0,0,843.5366972477065,307.9357798165138
1,1,0,864.6628498354447,262.43265794284025
2,2,0,848.0511194588844,227.69903988275968
3,3,0,825.3987598544841,202.02636566443925
4,4,0,771.0330968039232,134.06928685123813
5,5,0,763.4823102691231,103.86614071203763
6,6,0,769.1808165988646,111.3403482420361
7,7,0,802.7464002500836,66.11220803803701
8,8,0,873.7237936772048,46.48016304755669
9,9,0,991.5160636200868,52.52079227539679
10,10,0,1008.127793996647,40.43953381971659
11,11,0,1011.6455677531608,117.89344962458456
12,12,0,1041.6184341314352,208.2090795489505
13,13,0,997.43159812293,333.26616259189
14,14,0,971.5864676273892,472.4963817130293
15,15,0,950.7436204535665,603.3894619646393
16,16,0,953.2447621144252,740.952253311873
17,17,0,958.2470454361426,885.1847557547296
18,18,0,980.7573203838714,1055.262388693127
19,19,0,1005.7687369924596,1246.182868805348
20,20,0,1034.948723035812,1335.3902547093114
21,21,0,1014.1058758619888,1293.7045603616648
22,22,0,1000.766453670742,1253.6862937879243
23,23,0,977.42246483606,1276.1965687356533
24,24,0,971.5864676273894,1149.472057918808
25,25,0,906.5567844450608,1091.945799719056
26,26,0,894.8847900277199,1085.2760886234323
27,27,0,924.0647760710724,1100.282938588585
28,28,0,942.406481584037,1121.1257857624082
29,29,0,904.8893566711552,1070.2692386582796
30,30,0,934.0693427145076,1071.9366664321851
31,31,0,970.7527537404366,1094.4469413799145
32,32,0,957.4133315491896,1091.1120858321028
33,33,0,957.4133315491896,1091.1120858321028
34,34,0,958.2470454361426,1082.7749469625735
35,35,0,951.5773343405192,1077.772663640856
36,36,0,992.4293148012129,1097.7817969277262
37,37,0,1009.1035925402712,1169.4811912056782
38,38,0,1001.6001675576948,1156.9754829013843
39,39,0,1004.9350231055066,1164.4789078839606
40,40,0,999.099025896836,1181.986899509972
41,41,0,989.094459253401,1145.303488484043
42,42,0,993.2630286881656,1171.982332866537
43,43,0,1008.2698786533184,1201.9960327968424
44,44,0,1004.1013092185538,1183.654327283878
45,45,0,987.4270314794952,1140.3012051623257
46,46,0,989.928173140354,1212.0005994402777
47,47,0,986.5933175925422,1252.0188660140184
48,48,0,959.9144732100484,1317.0485491963468
49,49,0,960.7481870970014,1312.0462658746292
50,50,0,1015.7733036358948,1300.3742714572882
51,51,0,1010.7710203141772,1327.053115839782
52,52,0,1032.4475813749534,1289.5359909269
53,53,0,1013.272161975036,1287.0348492660414
54,54,0,976.5887509491072,1296.2057020225234
55,55,0,991.5956009142598,1218.670310535901
56,56,0,969.9190398534836,1222.0051660837128
57,57,0,899.8870733494375,1130.2966385188906
58,58,0,862.3699484365557,1123.626927423267
59,59,0,920.7299205232608,1113.622360779832
60,60,0,972.4201815143424,1036.0869692932094
61,61,0,1011.6047342011304,894.3556085112114
62,62,0,1017.440731409801,741.7859671988253
63,63,0,938.2379121492728,565.0386231648042
64,64,0,914.0602094276378,550.8654870866044
65,65,0,889.0487928190498,612.5603147211211
66,66,0,836.5248179410154,681.7585673382141
67,67,0,798.1739791411807,769.2985254682717
68,68,0,738.1465792805697,883.5173279808232
69,69,0,680.6203210808178,1022.7475471019628
70,70,0,592.2466490638074,1184.4880411708311
71,71,0,582.2420824203722,1322.0508325180645
72,72,0,573.904943550843,1327.886829726735
73,73,0,557.2306658117843,1339.558824144076
74,74,0,588.9117935159959,1342.893679691887
75,75,0,689.7911738373002,1298.7068436833815
76,76,0,796.5065513672748,1300.3742714572877
77,77,0,934.069342714508,1342.893679691887
78,78,0,1029.1127258271415,1222.8388799706654
79,79,0,999.0990258968362,1088.610944171244
80,80,0,1013.3510709611398,946.4983332996484
81,81,0,1000.7664536707416,795.9773698507663
82,82,0,938.2379121492728,660.0820062774392
83,83,0,879.0442261756145,569.2071925995701
84,84,0,819.8505402019568,628.400878573228
85,85,0,722.3060154284643,671.7540006947802
86,86,0,622.2603489941131,704.2688422859444
87,87,0,652.2740489244186,852.6699141635655
88,88,0,636.4334850723128,966.0550027891636
89,89,0,655.60890447223,1122.793213536314
90,90,0,502.2055492728914,1257.8548632226884
91,91,0,372.1461829082348,1346.2285352396989
92,92,0,274.60165813474225,1276.1965687356528
93,93,0,143.7085778831323,1196.993749475125
94,94,0,67.00690028346287,1135.2989218406085
95,95,0,92.0183168920508,1060.2646720148446
96,96,0,58.154625316421615,964.3916677808202
97,97,0,87.84974745728613,856.8384835983301
98,98,0,157.0480000743791,709.2711256076616
99,99,0,167.88628060476717,572.5420481473814
100,100,0,64.89908256880733,543.6009174311928
