,t,hexbug,x,y
0,0,0,69.08256880733941,583.5220183486235
1,1,0,84.26197028110721,460.8352276155032
2,2,0,60.43357542159704,349.9415438462443
3,3,0,45.76994781574463,255.54444113356934
4,4,0,43.020517639647295,164.81324532235757
5,5,0,33.85575038598955,63.08432880675651
6,6,0,11.860308977210948,59.41842190529341
7,7,0,37.521657287452655,85.07977021553512
8,8,0,40.271087463549975,76.83147968724315
9,9,0,149.33181778207722,22.75935289066239
10,10,0,238.2300601425574,80.49738658870625
11,11,0,336.29306975669533,95.16101419455865
12,12,0,423.358358666444,44.754794299441
13,13,0,527.8367053581428,80.49738658870592
14,14,0,637.8139124020358,104.3257814482161
15,15,0,765.2041772278789,109.8246418004109
16,16,0,911.840453286403,82.33034003943763
17,17,0,1030.9824275839542,52.086608102366924
18,18,0,1141.876111353213,38.339457221880295
19,19,0,1244.5215045941798,160.2308616955284
20,20,0,1375.5776763214858,248.21262733064287
21,21,0,1493.8031738936709,309.61656793014976
22,22,0,1459.8935350551371,404.0136706428246
23,23,0,1417.7356056883116,506.6590638837914
24,24,0,1409.4873151600195,635.8822821603657
25,25,0,1477.306592837087,749.5253961057218
26,26,0,1471.807732484892,817.3446737827893
27,27,0,1480.9724997385497,885.1639514598567
28,28,0,1462.6429652312343,968.5633334681422
29,29,0,1436.0651401956268,1062.9604361808172
30,30,0,1397.5731177302641,1053.7956689271593
31,31,0,1326.0879331517338,1023.5519369900887
32,32,0,1246.35445804491,1026.3013671661854
33,33,0,1200.5306217766213,1043.7144249481353
34,34,0,1107.966472514678,1038.2155645959406
35,35,0,1006.2375559990769,1007.0553559335041
36,36,0,877.9308144478684,1001.5564955813095
37,37,0,750.5405496220257,1028.134320616917
38,38,0,615.8184709932568,992.3917283276517
39,39,0,504.92478722399824,1020.8025068139902
40,40,0,402.2793939830314,1016.2201231871616
41,41,0,278.55503605865175,1020.8025068139902
42,42,0,172.2437359162218,1018.0530766378929
43,43,0,60.433575421597226,1001.556495581309
44,44,0,10.943832251845407,1035.466134419843
45,45,0,50.35233144257373,1007.9718326588696
46,46,0,144.74943415524857,1040.9649947720375
47,47,0,260.22550155133627,998.8070654052119
48,48,0,209.81928165621864,996.0576352291146
49,49,0,284.0538964108464,927.3218808266814
50,50,0,297.801047291333,896.161672164245
51,51,0,306.96581454499074,792.5998021979124
52,52,0,289.5527567630411,835.6742082901039
53,53,0,269.390268804994,828.3423944871777
54,54,0,246.4783506708496,766.9384538876707
55,55,0,242.81244376938653,718.3651874432846
56,56,0,133.75171345085928,674.3743046257275
57,57,0,86.09492373183897,674.3743046257275
58,58,0,86.09492373183897,674.3743046257275
59,59,0,172.24373591622182,679.8731649779221
60,60,0,201.57099112792665,678.9566882525563
61,61,0,224.48290926207105,752.2748262818184
62,62,0,243.72892049475232,808.1799065291307
63,63,0,268.4737920796282,796.2657090993755
64,64,0,335.3765930313298,791.6833254725467
65,65,0,339.9589766581587,790.7668487471809
66,66,0,339.9589766581587,762.3560702608419
67,67,0,385.7828129264475,729.362908147674
68,68,0,395.864056905471,707.3674667388951
69,69,0,376.61804567278966,729.3629081476738
70,70,0,325.2953490523063,779.7691280427914
71,71,0,320.71296542547736,822.8435341349827
72,72,0,303.29990764352766,814.5952436066908
73,73,0,234.56415324109452,798.0986625501068
74,74,0,246.4783506708496,762.3560702608416
75,75,0,255.64311792450735,779.7691280427914
76,76,0,324.3788723269405,830.175347937909
77,77,0,395.864056905471,895.245195438879
78,78,0,461.8503811318068,1018.9695533632587
79,79,0,547.0827165908238,1007.9718326588694
80,80,0,603.904273563502,839.3401151915667
81,81,0,619.4843778947202,736.6947219506
82,82,0,654.3104934586197,622.135131279878
83,83,0,695.5519461000799,494.7448664540351
84,84,0,640.5633425781334,362.77221800136334
85,85,0,578.2429252532606,247.29615060527559
86,86,0,506.7577406747299,116.23997887796958
87,87,0,410.5276845113235,33.75707359504986
88,88,0,312.4646748971852,133.65303665991922
89,89,0,240.97949031865485,213.38651176674153
90,90,0,159.413061761101,303.20123085258746
91,91,0,93.42673753476527,418.67729824867496
92,92,0,40.27108746355037,544.2346096237861
93,93,0,113.58922549281232,657.8777235691422
94,94,0,181.40850316987962,758.6901633593774
95,95,0,285.8868498615779,837.507161740834
96,96,0,403.19587070839697,867.7508936779045
97,97,0,512.256601026924,884.2474747344888
98,98,0,629.5656218737431,915.4076833969252
99,99,0,766.1206539532434,944.7349386086299
100,100,0,931.2330275229357,975.2201834862383
