Unnamed: 0,t,hexbug,x,y
0,0,0,849.0110091743118,1353.1577981651376
1,1,0,903.7204540353144,1279.9916700044878
2,2,0,954.985913017176,1226.6337433090807
3,3,0,1006.2513719990376,1141.8888009104933
4,4,0,1019.8524121370824,1081.2072372176776
5,5,0,1026.1298152777183,998.5547625326354
6,6,0,964.4020177281304,903.3474815663208
7,7,0,899.5355186082238,825.9261761651421
8,8,0,857.6861643373164,752.689806191054
9,9,0,810.6056407825455,682.5921377872838
10,10,0,766.6638187980926,610.4020016699685
11,11,0,712.259658245913,569.5988812558338
12,12,0,636.9308205582795,504.7323821359272
13,13,0,558.463281300328,486.9464065707914
14,14,0,476.85704047205866,464.97549557856496
15,15,0,393.15833193024383,433.5884798753845
16,16,0,339.80040523483694,363.4908114716144
17,17,0,274.9339061149305,342.5661343361608
18,18,0,180.7728590053889,305.9479493491168
19,19,0,87.65804575262003,264.0985950782094
20,20,0,64.64090090362097,222.24924080730204
21,21,0,68.82583633071144,164.70637868480438
22,22,0,142.06220630479933,125.99572598421506
23,23,0,210.0674069950238,72.63779928880817
24,24,0,252.96299512270383,165.7526125415771
25,25,0,259.24039826334,230.61911166148352
26,26,0,275.980139971703,335.2424973387522
27,27,0,302.1359863910201,415.80250431024905
28,28,0,310.5058572452016,511.0097852765634
29,29,0,285.39624468265714,621.9105740944682
30,30,0,196.79596137850064,716.9607977721407
31,31,0,112.07092246123644,797.586238032118
32,32,0,129.50740002352686,873.0066997199128
33,33,0,146.24714173188977,970.3064483997728
34,34,0,73.01077175780173,1050.86645537127
35,35,0,215.298576278887,1119.9178899182673
36,36,0,277.02637382847564,1186.876856751719
37,37,0,278.0726076852484,1276.8529684341706
38,38,0,282.25754311233914,1369.9677816869398
39,39,0,278.0726076852484,1477.7298689345266
40,40,0,328.29183281033727,1501.7932476402984
41,41,0,397.3432673573346,1458.8976595126178
42,42,0,443.3775570553328,1407.6322005307563
43,43,0,498.8279514642851,1390.892458822393
44,44,0,585.665361576418,1376.2451848275757
45,45,0,669.3640701182333,1371.014015543712
46,46,0,755.1552463735934,1387.753757252075
47,47,0,844.0851241992717,1426.4644099526645
48,48,0,911.0440910327238,1472.4986996506627
49,49,0,1018.8061782803104,1457.851425655845
50,50,0,987.41916257713,1518.532989348661
51,51,0,906.8591556056332,1530.0415617731608
52,52,0,825.2529147773635,1532.134029486706
53,53,0,682.5737103681397,1485.5912342416132
54,54,0,544.6357095511732,1406.5067804398857
55,55,0,474.7471224705768,1366.044966866909
56,56,0,382.7884552592657,1309.030593195896
57,57,0,306.3209218181111,1269.5293314367618
58,58,0,190.188963716343,1203.6165984600823
59,59,0,115.9063598854823,1153.3973733349933
60,60,0,76.14947332812017,1094.808277355723
61,61,0,117.99882759902763,1046.6815199441794
62,62,0,100.21285203389196,991.2311255352272
63,63,0,75.10323947134751,924.2721587017752
64,64,0,153.57077872929895,857.3131918683233
65,65,0,214.25234242211476,780.9381203239172
66,66,0,230.9920841304777,697.2394117821024
67,67,0,273.88767225815786,609.3557678131966
68,68,0,320.9681958129287,560.1827765448804
69,69,0,373.2798886515629,521.4721238442912
70,70,0,414.0830090656976,477.53030185983846
71,71,0,471.6258711881953,437.7734153024765
72,72,0,539.6310718784198,414.7562704534774
73,73,0,634.838352844734,389.6466578909328
74,74,0,696.5661503943226,371.86068232579714
75,75,0,745.7391416626386,361.3983437580703
76,76,0,793.8658990741823,399.062762601887
77,77,0,846.1775919128164,433.5884798753856
78,78,0,883.8420107566333,520.4258899875183
79,79,0,913.1365587462684,599.9396631022427
80,80,0,953.9396791604032,699.3318794956476
81,81,0,987.4191625771296,797.6778620322804
82,82,0,986.3729287203568,901.2550138527764
83,83,0,994.7427995745386,983.9074885378184
84,84,0,980.0955255797209,1083.2997049312237
85,85,0,952.8934453036312,1183.738155181402
86,86,0,934.061235881723,1298.8238794263973
87,87,0,863.9635674779529,1426.4644099526652
88,88,0,775.0336896522745,1514.3480539215711
89,89,0,677.7339409724145,1465.1750626532548
90,90,0,541.7235395919652,1425.4181760958927
91,91,0,448.608726339196,1435.8805146636196
92,92,0,359.67884851351755,1394.031160392712
93,93,0,244.59312426852208,1405.5397328172114
94,94,0,115.90635988548168,1413.909603671393
95,95,0,56.27103004943854,1384.6150556817577
96,96,0,62.54843319007461,1335.4420644134416
97,97,0,59.09394667545115,1303.5130731632153
98,98,0,84.9495412844035,1234.633027522936
99,99,0,78.59999999999991,1171.1376146788991
100,100,0,70.13394495412831,1097.059633027523
