Unnamed: 0,t,hexbug,x,y
0,0,0,1174.8532110091742,819.4128440366973
1,1,0,1201.18846360433,765.5814680764454
2,2,0,1194.8739803536578,685.071806630378
3,3,0,1173.3823670159309,606.0891422613439
4,4,0,1169.590235483152,513.1819197082627
5,5,0,1181.914662964683,407.0022367904557
6,6,0,1133.5649859217529,352.9643624483573
7,7,0,1131.6689201553634,292.2902579238961
8,8,0,1134.5130188049477,208.86336420276191
9,9,0,1077.6310458132652,142.5010623791324
10,10,0,1053.9302237333975,55.28203712521941
11,11,0,958.178902530732,99.83958263537056
12,12,0,881.3882389919609,70.45056325633468
13,13,0,844.4149565473672,110.26794435051238
14,14,0,786.5849506724901,160.51368715983187
15,15,0,675.6651033387093,186.1105750060889
16,16,0,570.4334533040967,171.89008175816832
17,17,0,472.78606633504194,124.48843759843297
18,18,0,393.1513041466866,73.29466190591879
19,19,0,322.0488379070836,61.91826730758231
20,20,0,235.77784553636533,58.12613577480349
21,21,0,172.25964236231997,89.4112209202288
22,22,0,98.93976923512884,135.24247331612713
23,23,0,73.11002655939001,201.10831713926115
24,24,0,62.77812948909445,247.60185395559105
25,25,0,96.35679496755496,330.2570305179553
26,26,0,69.23556515802915,344.46338898961164
27,27,0,75.6930008269639,354.79528605990714
28,28,0,75.6930008269639,357.37826032748103
29,29,0,70.52705229181612,361.2527217288419
30,30,0,74.40151369317692,366.4186702639896
31,31,0,78.27597509453773,367.7101573977766
32,32,0,78.27597509453773,367.7101573977766
33,33,0,78.27597509453773,363.8356959964157
34,34,0,76.98448796075081,359.9612345950549
35,35,0,73.11002655939001,359.9612345950549
36,36,0,75.6930008269639,362.5442088626288
37,37,0,76.98448796075081,363.8356959964157
38,38,0,76.98448796075081,367.7101573977766
39,39,0,82.15043649589859,361.2527217288419
40,40,0,80.85894936211162,362.5442088626288
41,41,0,76.98448796075081,361.2527217288419
42,42,0,76.98448796075081,361.2527217288419
43,43,0,75.6930008269639,359.9612345950549
44,44,0,85.04061710840696,362.4446912803044
45,45,0,89.7807815243805,361.4966583971097
46,46,0,106.84537342188524,370.028954345862
47,47,0,124.7695119108676,416.7866684816804
48,48,0,120.11783378661106,467.6763413149167
49,49,0,130.54619550175283,527.4024129561832
50,50,0,130.54619550175295,602.297010728565
51,51,0,130.54619550175286,668.6593125521945
52,52,0,131.49422838494758,713.2168580623459
53,53,0,130.54619550175283,760.6185022220811
54,54,0,113.48160360424816,835.5130999944629
55,55,0,117.27373513702706,919.8880265987918
56,56,0,164.67537929676234,1006.15901896951
57,57,0,184.58406984385124,1008.0550847358996
58,58,0,211.12899057330287,1016.587380684652
59,59,0,223.4534180548341,1010.8991833854836
60,60,0,285.07555546249006,999.5227887871472
61,61,0,366.2776059290263,919.1751635248004
62,62,0,456.669507320732,905.6675333508712
63,63,0,573.2775519536809,917.0439279492076
64,64,0,679.457234871488,926.5242567811548
65,65,0,777.1046218405426,943.5888486786594
66,66,0,884.2323376415444,991.9385257215896
67,67,0,970.5033300122626,1023.2236108670148
68,68,0,1074.7869471636802,998.5747559039525
69,69,0,1140.201216104115,906.615566234066
70,70,0,1132.6169530385573,853.5257247751623
71,71,0,1042.5538291350604,816.5524423305687
72,72,0,992.3080863257408,751.138173390134
73,73,0,1011.268743989635,659.1789837202475
74,74,0,1066.8595668997343,562.270657295885
75,75,0,1166.0215753339653,501.42124302942494
76,76,0,1163.7678933240963,455.5963754954242
77,77,0,1165.2703479973425,397.00064323883305
78,78,0,1169.026484680457,348.1708663583404
79,79,0,1131.465117849309,273.79936003266687
80,80,0,1112.6844344337353,187.4082163210262
81,81,0,1159.2605293043584,63.45570577823729
82,82,0,1078.8792042857017,87.4949805501721
83,83,0,1024.7908360488482,50.68484105564692
84,84,0,949.668102386552,64.20693311486025
85,85,0,899.3358708328134,114.53916466859876
86,86,0,840.7401385762219,137.82721210391065
87,87,0,764.8661775773026,155.85666818286174
88,88,0,667.2066238163173,185.90576164778025
89,89,0,542.5028859369058,173.88612426181282
90,90,0,438.0822861463138,150.59807682650097
91,91,0,347.93500575155826,98.01216326289357
92,92,0,275.06595409913086,80.73393452056543
93,93,0,184.91867370437524,128.06125672781215
94,94,0,90.26402928988183,149.09562215325514
95,95,0,78.24439190391443,181.39839762804252
96,96,0,85.75666527014407,240.74535722125665
97,97,0,69.22966386443896,312.11195420043805
98,98,0,72.2345732109308,369.20523178378335
99,99,0,106.79103069558712,392.4932792190952
100,100,0,155.29357798165142,453.79816513761466
