,t,hexbug,x,y
0,0,0,708.2063160863959,133.43084764526216
1,1,0,626.0091616741022,119.91898664598094
2,2,0,549.4419493448422,155.9506159773974
3,3,0,425.5832235180981,149.19468547775682
4,4,0,401.9374667693561,180.72236114274622
5,5,0,338.8821154393773,144.69073181132975
6,6,0,315.6292833641653,103.47375636131974
7,7,0,222.700851991387,113.67976905543992
8,8,0,173.28226420933146,182.43606510003892
9,9,0,150.184446006849,347.3437438945069
10,10,0,112.58334660745894,479.4847503552204
11,11,0,95.39427259630926,585.8421457992094
12,12,0,174.3565813350284,700.256919685925
13,13,0,181.339642652058,846.9012073435462
14,14,0,197.4543995375109,997.3056049411065
15,15,0,214.10631498581245,1169.7335036154516
16,16,0,214.10631498581245,1369.556488995067
17,17,0,181.33964265205827,1535.001326352383
18,18,0,91.09700409352237,1607.517732336921
19,19,0,49.198636191344974,1521.035203718324
20,20,0,29.860927928801562,1541.9843876694126
21,21,0,50.27295331704183,1480.7483115046919
22,22,0,59.94180744831358,1313.6919984588308
23,23,0,42.752733437163826,1233.6553725944145
24,24,0,59.40464888546512,1134.8181970303037
25,25,0,127.08662780436691,1005.9001419466813
26,26,0,218.94074205144807,899.0055879398442
27,27,0,347.8587971350708,834.546560398033
28,28,0,498.26319473263084,782.4421798017355
29,29,0,634.7014696961317,758.8072030364045
30,30,0,791.5517700478727,742.6924461509517
31,31,0,941.4190090825841,762.5673129763434
32,32,0,1004.2665609358503,841.5296217150623
33,33,0,912.9496052516173,984.4137994327439
34,34,0,831.8386622615045,1064.9875838600083
35,35,0,766.3053175939957,1154.1559052928476
36,36,0,671.7654105326723,1253.530239419807
37,37,0,542.8473554490494,1362.573427678038
38,38,0,409.6320318626391,1442.0728949796055
39,39,0,261.3762685164728,1429.7182480340919
40,40,0,128.16094493006236,1386.7455630062175
41,41,0,59.40464888546347,1379.762501689188
42,42,0,123.86367642727495,1412.529174022942
43,43,0,92.70847978206606,1444.2215292309993
44,44,0,56.181697508372736,1435.0898336625755
45,45,0,72.29645439382557,1309.394729956043
46,46,0,56.71885607122118,1189.071211877995
47,47,0,184.5625940291474,1081.6394993083095
48,48,0,316.16644192701256,1039.741131406132
49,49,0,438.101435693606,1045.112717034616
50,50,0,554.1276852688668,1064.987583860008
51,51,0,679.8227889753995,1133.7438799046072
52,52,0,807.6665269333259,1197.6657488835704
53,53,0,919.3955080057995,1289.5198631306516
54,54,0,968.814095787855,1426.495296657001
55,55,0,952.6993389024021,1556.4876688663212
56,56,0,858.6965904039271,1582.2712798830457
57,57,0,818.4096981902949,1575.8253771288646
58,58,0,788.3288186707828,1633.8385019164953
59,59,0,706.143558554973,1709.5778592781242
60,60,0,657.2621293357656,1675.7368698186733
61,61,0,555.202002394564,1692.3887852669739
62,62,0,439.1757528193032,1641.3587217963736
63,63,0,336.04130875240475,1590.865816888621
64,64,0,210.88336360872074,1533.9270092266877
65,65,0,66.38771020249312,1443.6843706681514
66,66,0,60.47896601116035,1366.3335376179775
67,67,0,105.60028529042853,1250.8444466055648
68,68,0,149.1101288811513,1072.5078037398862
69,69,0,228.07243761987056,927.4749917708098
70,70,0,344.63584575798,838.8438289008186
71,71,0,486.4457063499656,814.6716935726392
72,72,0,640.6102138874653,809.3001079441547
73,73,0,777.5856474138147,832.3979261466371
74,74,0,925.304252197133,873.7591354859662
75,75,0,1004.8037194987005,970.4476767986836
76,76,0,1006.4151951872459,1048.3356684117057
77,77,0,929.6015206999205,1088.0854020624895
78,78,0,910.2638124373768,1138.0411484073936
79,79,0,855.4736390268368,1270.7193134309562
80,80,0,738.3730723258791,1390.5056729461558
81,81,0,606.2320658651656,1455.5018590508148
82,82,0,482.14843784717823,1463.5592374935418
83,83,0,355.3790170149488,1402.860319891669
84,84,0,218.9407420514476,1335.7154995356154
85,85,0,92.17132121921813,1251.3816051684119
86,86,0,38.992623497223576,1191.219846129388
87,87,0,38.45546493437513,1156.3045395442402
88,88,0,89.48552840497598,990.322543624075
89,89,0,187.78554540623878,831.3236090209399
90,90,0,275.3423911505328,734.0979091453738
91,91,0,358.0648098291911,643.318112023989
92,92,0,473.55390084160365,542.8694607713326
93,93,0,587.9686747283193,408.0426614963766
94,94,0,745.8932922057579,294.1650461725095
95,95,0,907.5780196231358,228.09454294215254
96,96,0,975.2599985420381,322.63445000347633
97,97,0,946.2534361482228,518.160166880305
98,98,0,861.9195417810197,664.8044545379264
99,99,0,766.8424761568476,750.212666030827
